,MSZoning,LotFrontage,LotArea,Street,Utilities,Neighborhood,BldgType,OverallQual,YearBuilt,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice
90,RL,60.0,7200,Pave,AllPub,NAmes,1Fam,4,1950,Gable,CompShg,None,0.0,TA,TA,Slab,-1,-1,-1,-1,0,TA,Y,FuseA,1040,1040,0,0,1,0,2,1,TA,4,0,2,Y,29,0,0,0,0,0,WD,Normal,109900
91,RL,85.0,8500,Pave,AllPub,NAmes,1Fam,5,1961,Hip,CompShg,BrkCmn,203.0,TA,TA,CBlock,TA,TA,Rec,Unf,1235,TA,Y,SBrkr,1235,1235,0,0,1,0,2,1,TA,6,0,2,Y,0,0,0,0,0,0,WD,Abnorml,98600
92,RL,80.0,13360,Pave,AllPub,Crawfor,1Fam,5,1921,Gable,CompShg,None,0.0,TA,Gd,BrkTil,Gd,TA,ALQ,Unf,876,Ex,Y,SBrkr,964,964,1,0,1,0,2,1,TA,5,0,2,Y,0,44,0,0,0,0,WD,Normal,163500
93,C (all),60.0,7200,Pave,AllPub,OldTown,2fmCon,6,1910,Hip,CompShg,None,0.0,TA,TA,BrkTil,TA,Fa,Rec,Unf,1214,Ex,N,SBrkr,1260,2291,0,1,2,0,4,2,TA,9,1,2,Y,0,0,0,99,0,0,WD,Normal,133900
94,RL,69.0,9337,Pave,AllPub,CollgCr,1Fam,6,1997,Gable,CompShg,None,0.0,TA,Gd,PConc,Gd,TA,GLQ,Unf,824,Ex,Y,SBrkr,905,1786,1,0,2,1,3,1,Gd,7,0,2,Y,162,0,0,0,0,0,WD,Normal,204750
95,RL,-1.0,9765,Pave,AllPub,Gilbert,1Fam,6,1993,Gable,CompShg,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,ALQ,Unf,680,Gd,Y,SBrkr,680,1470,0,0,2,1,3,1,TA,6,1,2,Y,63,0,0,0,0,480,WD,Normal,185000
96,RL,78.0,10264,Pave,AllPub,CollgCr,1Fam,7,1999,Gable,CompShg,BrkFace,183.0,Gd,TA,PConc,Gd,TA,ALQ,Unf,1588,Ex,Y,SBrkr,1588,1588,0,0,2,0,3,1,Gd,6,0,2,Y,29,0,0,0,0,0,WD,Normal,214000
97,RL,73.0,10921,Pave,AllPub,Edwards,1Fam,4,1965,Hip,CompShg,BrkFace,48.0,TA,TA,CBlock,TA,TA,Rec,Unf,960,TA,Y,FuseF,960,960,1,0,1,0,3,1,TA,6,0,1,P,0,0,0,0,0,0,WD,Normal,94750
98,RL,85.0,10625,Pave,AllPub,Edwards,1Fam,5,1920,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,ALQ,Unf,458,Fa,N,SBrkr,835,835,0,0,1,0,2,1,TA,5,0,1,Y,0,77,0,0,0,400,COD,Abnorml,83000
99,RL,77.0,9320,Pave,AllPub,NAmes,1Fam,4,1959,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,Unf,950,Fa,Y,SBrkr,1225,1225,1,0,1,1,3,1,TA,6,0,0,Y,0,0,0,0,0,400,WD,Normal,128950
100,RL,-1.0,10603,Pave,AllPub,NWAmes,1Fam,6,1977,Gable,CompShg,BrkFace,28.0,TA,TA,PConc,TA,TA,ALQ,Unf,1610,Gd,Y,SBrkr,1610,1610,1,0,2,0,3,1,Gd,6,2,2,Y,68,0,0,0,0,0,WD,Normal,205000
101,RL,77.0,9206,Pave,AllPub,SawyerW,1Fam,6,1985,Gable,CompShg,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,Unf,Unf,741,TA,Y,SBrkr,977,1732,0,0,2,1,3,1,Gd,7,1,2,Y,46,0,0,0,0,0,WD,Normal,178000
102,RL,64.0,7018,Pave,AllPub,SawyerW,Duplex,5,1979,Gable,CompShg,None,0.0,TA,Fa,Slab,-1,-1,-1,-1,0,TA,Y,SBrkr,1535,1535,0,0,2,0,4,2,TA,8,0,2,Y,0,0,0,0,0,0,WD,Alloca,118964
103,RL,94.0,10402,Pave,AllPub,CollgCr,1Fam,7,2009,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Unf,Unf,1226,Ex,Y,SBrkr,1226,1226,0,0,2,0,3,1,Gd,6,0,3,Y,36,0,0,0,0,0,WD,Normal,198900
104,RM,-1.0,7758,Pave,AllPub,IDOTRR,1Fam,7,1931,Gable,CompShg,BrkFace,600.0,TA,Fa,PConc,TA,TA,LwQ,Unf,1040,Ex,Y,FuseF,1226,1818,0,0,1,1,4,1,TA,7,2,1,Y,0,0,0,184,0,0,WD,Normal,169500
105,FV,75.0,9375,Pave,AllPub,Somerst,1Fam,8,2003,Hip,CompShg,BrkFace,768.0,Gd,TA,PConc,Ex,TA,Unf,Unf,1053,Ex,Y,SBrkr,1053,1992,0,0,2,1,3,1,Gd,9,1,2,Y,45,0,0,0,0,0,WD,Normal,250000
106,RM,60.0,10800,Pave,AllPub,OldTown,1Fam,4,1885,Mansard,CompShg,None,0.0,TA,TA,BrkTil,Fa,TA,Unf,Unf,641,Gd,Y,SBrkr,1047,1047,0,0,1,0,2,1,TA,6,0,1,N,0,0,0,0,0,450,WD,Normal,100000
107,RM,50.0,6000,Pave,AllPub,OldTown,1Fam,5,1948,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,BLQ,789,Ex,Y,SBrkr,789,789,0,0,1,0,2,1,TA,5,0,1,Y,0,0,0,0,0,0,WD,Partial,115000
108,RM,85.0,8500,Pave,AllPub,IDOTRR,1Fam,5,1919,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,793,TA,N,FuseF,997,1517,0,0,2,0,3,1,Fa,7,0,0,N,0,144,0,0,0,0,WD,Normal,115000
109,RL,105.0,11751,Pave,AllPub,NWAmes,1Fam,6,1977,Hip,CompShg,BrkFace,480.0,TA,TA,CBlock,Gd,TA,BLQ,Unf,1844,Ex,Y,SBrkr,1844,1844,0,0,2,0,3,1,TA,7,1,2,Y,122,0,0,0,0,0,COD,Normal,190000
110,RL,75.0,9525,Pave,AllPub,Edwards,1Fam,6,1954,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,Fa,Rec,Unf,994,Gd,Y,SBrkr,1216,1855,0,0,2,0,4,1,TA,7,0,1,Y,0,0,0,0,0,0,WD,Normal,136900
111,RL,-1.0,7750,Pave,AllPub,Gilbert,1Fam,7,2000,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,GLQ,Unf,384,Ex,Y,SBrkr,774,1430,0,0,2,1,3,1,TA,7,1,2,Y,0,0,0,0,0,0,WD,Normal,180000
112,RL,77.0,9965,Pave,AllPub,CollgCr,1Fam,7,2007,Gable,CompShg,Stone,220.0,Gd,TA,PConc,Ex,TA,GLQ,Unf,1264,Ex,Y,SBrkr,1282,2696,1,0,2,1,4,1,Ex,10,1,3,Y,184,0,0,168,0,0,New,Partial,383970
113,RL,-1.0,21000,Pave,AllPub,Crawfor,1Fam,6,1953,Hip,CompShg,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,ALQ,Rec,1809,TA,Y,SBrkr,2259,2259,1,0,2,0,3,1,Gd,7,2,2,Y,120,192,0,0,0,0,COD,Abnorml,217000
114,RL,61.0,7259,Pave,AllPub,Crawfor,1Fam,6,1945,Gambrel,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,LwQ,1028,Ex,Y,SBrkr,1436,2320,1,0,2,1,3,1,Gd,9,1,1,Y,0,0,0,0,0,0,WD,Normal,259500
115,FV,34.0,3230,Pave,AllPub,Somerst,TwnhsE,6,1999,Gable,CompShg,BrkFace,1129.0,TA,TA,PConc,Gd,TA,GLQ,Unf,729,Gd,Y,SBrkr,729,1458,0,0,2,1,2,1,TA,5,1,2,Y,32,0,0,0,0,0,WD,Normal,176000
116,RL,-1.0,11616,Pave,AllPub,Sawyer,1Fam,5,1962,Gable,CompShg,BrkFace,116.0,TA,TA,CBlock,TA,TA,LwQ,BLQ,1092,TA,Y,SBrkr,1092,1092,0,1,1,0,3,1,TA,6,1,1,Y,20,144,0,0,0,0,WD,Normal,139000
117,RL,74.0,8536,Pave,AllPub,Edwards,1Fam,5,2006,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Unf,Unf,1125,Gd,Y,SBrkr,1125,1125,0,0,1,1,2,1,TA,5,0,2,Y,64,0,0,0,0,0,New,Partial,155000
118,RL,90.0,12376,Pave,AllPub,SawyerW,1Fam,7,1990,Hip,CompShg,None,0.0,TA,TA,PConc,Gd,TA,GLQ,Unf,1673,Gd,Y,SBrkr,1699,3222,1,0,3,0,5,1,Gd,11,2,3,Y,0,0,0,0,0,0,WD,Normal,320000
119,RL,65.0,8461,Pave,AllPub,CollgCr,1Fam,6,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,728,Ex,Y,SBrkr,728,1456,0,0,2,1,3,1,Gd,8,1,2,Y,24,0,0,0,0,0,New,Partial,163990
120,RL,-1.0,21453,Pave,AllPub,ClearCr,1Fam,6,1969,Flat,Metal,None,0.0,TA,TA,CBlock,TA,TA,ALQ,Unf,938,Ex,Y,SBrkr,988,988,1,0,1,0,1,1,TA,4,2,2,Y,130,0,130,0,0,0,WD,Normal,180000
121,RM,50.0,6060,Pave,AllPub,IDOTRR,1Fam,4,1939,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,732,Gd,Y,SBrkr,772,1123,0,0,1,0,3,1,TA,4,0,1,P,0,140,0,0,0,0,WD,Normal,100000
122,RL,75.0,9464,Pave,AllPub,NAmes,1Fam,6,1958,Hip,CompShg,BrkFace,135.0,TA,Gd,CBlock,TA,TA,BLQ,Unf,1080,Gd,Y,SBrkr,1080,1080,0,0,1,0,3,1,TA,5,0,1,Y,0,0,0,130,0,0,WD,Normal,136000
123,RL,55.0,7892,Pave,AllPub,SawyerW,TwnhsE,6,1993,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1199,Ex,Y,SBrkr,1199,1199,0,0,2,0,2,1,Gd,5,0,2,Y,63,0,0,0,0,0,WD,Normal,153900
124,RL,48.0,17043,Pave,AllPub,NWAmes,1Fam,6,1979,Gable,CompShg,None,0.0,TA,Gd,CBlock,Gd,Fa,Unf,Unf,1362,TA,Y,SBrkr,1586,1586,0,0,2,0,3,1,TA,7,1,2,Y,0,0,0,0,0,0,WD,Normal,181000
125,RM,60.0,6780,Pave,AllPub,IDOTRR,2fmCon,6,1935,Gable,CompShg,None,0.0,TA,Fa,CBlock,TA,TA,GLQ,Unf,520,Gd,N,SBrkr,520,754,1,0,1,0,2,1,TA,5,0,0,N,0,0,0,0,0,0,WD,Normal,84500
126,RL,-1.0,4928,Pave,AllPub,NPkVill,TwnhsE,6,1976,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,ALQ,Unf,1078,TA,Y,SBrkr,958,958,0,0,2,0,2,1,TA,5,1,2,Y,205,0,0,0,0,0,WD,Normal,128000
127,RM,55.0,4388,Pave,AllPub,OldTown,1Fam,5,1930,Gable,CompShg,None,0.0,TA,Gd,BrkTil,TA,TA,LwQ,Unf,672,Ex,Y,SBrkr,840,840,0,0,1,0,3,1,TA,5,1,0,N,0,0,0,0,0,0,WD,Normal,87000
128,RL,69.0,7590,Pave,AllPub,NAmes,1Fam,6,1966,Gable,CompShg,BrkFace,266.0,TA,TA,CBlock,TA,TA,BLQ,Unf,660,TA,Y,SBrkr,660,1348,0,0,1,1,3,1,TA,6,1,2,Y,108,0,0,0,0,0,WD,Normal,155000
129,RL,69.0,8973,Pave,AllPub,NAmes,1Fam,5,1958,Gable,CompShg,BrkFace,85.0,TA,TA,CBlock,TA,TA,Rec,BLQ,1008,TA,Y,FuseA,1053,1053,0,1,1,1,3,1,Ex,6,0,2,Y,80,0,180,0,0,0,WD,Abnorml,150000
130,RL,88.0,14200,Pave,AllPub,NAmes,1Fam,7,1966,Gable,CompShg,BrkFace,309.0,TA,TA,CBlock,TA,TA,Rec,Unf,924,Ex,Y,SBrkr,1216,2157,0,0,2,1,4,1,Gd,8,2,2,Y,66,0,0,0,0,0,WD,Normal,226000
131,RL,-1.0,12224,Pave,AllPub,Gilbert,1Fam,6,2000,Gable,CompShg,BrkFace,40.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,992,Ex,Y,SBrkr,1022,2054,1,0,2,1,3,1,Gd,7,1,2,Y,48,0,0,0,0,0,WD,Normal,244000
132,RL,75.0,7388,Pave,AllPub,NAmes,1Fam,5,1959,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,1063,Gd,Y,SBrkr,1327,1327,1,0,1,0,3,1,Gd,7,0,2,Y,0,0,0,0,0,0,WD,Normal,150750
133,RL,-1.0,6853,Pave,AllPub,Timber,1Fam,8,2001,Gable,CompShg,BrkFace,136.0,Gd,TA,PConc,Ex,TA,GLQ,Unf,1267,Ex,Y,SBrkr,1296,1296,1,0,2,0,2,1,Gd,6,0,2,Y,25,0,0,0,0,0,WD,Normal,220000
134,RL,78.0,10335,Pave,AllPub,Sawyer,1Fam,5,1968,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,1461,Gd,Y,SBrkr,1721,1721,0,0,2,1,3,1,TA,7,1,2,Y,96,180,0,0,0,0,WD,Normal,180000
135,RL,80.0,10400,Pave,AllPub,NWAmes,1Fam,7,1970,Hip,CompShg,BrkFace,288.0,TA,TA,PConc,TA,TA,Unf,Unf,1304,Gd,Y,SBrkr,1682,1682,0,0,2,0,3,1,TA,7,1,2,Y,0,0,0,0,0,0,WD,Normal,174000
136,RL,-1.0,10355,Pave,AllPub,NAmes,1Fam,5,1967,Gable,CompShg,BrkFace,196.0,TA,TA,CBlock,TA,TA,BLQ,Unf,1214,TA,Y,SBrkr,1214,1214,0,0,2,0,3,1,TA,5,1,1,Y,111,0,0,0,0,0,WD,Normal,143000
137,RL,82.0,11070,Pave,AllPub,Mitchel,Duplex,7,1988,Gable,CompShg,BrkFace,70.0,TA,TA,CBlock,TA,TA,Unf,Unf,1907,Gd,Y,SBrkr,1959,1959,0,0,3,0,5,2,TA,9,0,3,Y,0,0,0,0,0,0,WD,Family,171000
138,RL,73.0,9066,Pave,AllPub,CollgCr,1Fam,8,1999,Gable,CompShg,BrkFace,320.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1004,Ex,Y,SBrkr,1004,1852,0,0,2,1,3,1,Gd,7,2,3,Y,106,0,0,0,0,0,WD,Normal,230000
139,RL,65.0,15426,Pave,AllPub,CollgCr,1Fam,6,1997,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,GLQ,Unf,928,Ex,Y,SBrkr,928,1764,1,0,2,1,3,1,Gd,7,0,2,Y,99,0,0,0,0,0,WD,Normal,231500
140,RL,70.0,10500,Pave,AllPub,NAmes,1Fam,4,1971,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,Unf,864,TA,Y,SBrkr,864,864,0,0,1,0,3,1,TA,5,1,0,Y,0,0,0,0,0,0,ConLI,Normal,115000
141,RL,78.0,11645,Pave,AllPub,CollgCr,1Fam,7,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1734,Ex,Y,SBrkr,1734,1734,1,0,2,0,3,1,Gd,7,0,2,Y,24,0,0,0,0,0,WD,Normal,260000
142,RL,71.0,8520,Pave,AllPub,NAmes,1Fam,5,1952,Gable,CompShg,None,0.0,TA,Fa,CBlock,TA,TA,Rec,Unf,910,Fa,Y,SBrkr,910,1385,0,0,2,0,4,1,TA,6,0,2,Y,0,0,0,0,0,0,WD,Normal,166000
143,RL,78.0,10335,Pave,AllPub,CollgCr,1Fam,7,1999,Gable,CompShg,BrkFace,183.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1490,Ex,Y,SBrkr,1501,1501,1,0,2,0,3,1,Gd,6,0,2,Y,29,0,0,0,0,0,WD,Normal,204000
144,RM,70.0,9100,Pave,AllPub,Sawyer,Duplex,5,1963,Gable,CompShg,BrkFace,336.0,TA,TA,CBlock,TA,TA,Rec,Unf,1728,TA,Y,SBrkr,1728,1728,1,0,2,0,6,2,TA,10,0,2,Y,0,0,0,0,0,0,ConLI,Abnorml,125000
145,RM,24.0,2522,Pave,AllPub,Edwards,Twnhs,6,2004,Gable,CompShg,Stone,50.0,Gd,TA,PConc,Gd,TA,Unf,Unf,970,Ex,Y,SBrkr,970,1709,0,0,2,0,3,1,Gd,7,0,2,Y,40,0,0,0,0,0,WD,Normal,130000
146,RM,51.0,6120,Pave,AllPub,BrkSide,1Fam,5,1931,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,BLQ,Unf,715,TA,Y,FuseA,875,875,1,0,1,0,2,1,TA,5,0,1,Y,0,0,0,0,0,0,WD,Normal,105000
147,RL,-1.0,9505,Pave,AllPub,Gilbert,1Fam,7,2001,Gable,CompShg,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Unf,Unf,884,Ex,Y,SBrkr,884,2035,0,0,2,1,3,1,Gd,8,1,2,Y,48,0,0,0,0,0,WD,Normal,222500
148,RL,63.0,7500,Pave,AllPub,SawyerW,1Fam,7,2004,Gable,CompShg,BrkFace,120.0,TA,TA,PConc,Gd,TA,GLQ,Unf,1080,Ex,Y,SBrkr,1080,1080,1,0,1,0,3,1,Gd,6,0,0,Y,0,0,0,0,0,0,WD,Normal,141000
149,RM,-1.0,6240,Pave,AllPub,BrkSide,1Fam,5,1936,Gable,CompShg,None,0.0,TA,TA,BrkTil,Gd,TA,Unf,Unf,896,Gd,Y,FuseA,896,1344,0,0,1,0,3,1,TA,7,0,1,Y,114,0,0,0,0,0,WD,Normal,115000
150,RL,120.0,10356,Pave,AllPub,CollgCr,1Fam,5,1975,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,969,TA,Y,SBrkr,969,969,0,0,1,1,3,1,TA,5,0,2,Y,0,0,0,0,0,0,WD,Normal,122000
151,RL,107.0,13891,Pave,AllPub,NridgHt,1Fam,8,2007,Hip,CompShg,Stone,436.0,Gd,TA,PConc,Ex,TA,GLQ,Unf,1710,Ex,Y,SBrkr,1710,1710,1,0,2,0,2,1,Gd,6,1,3,Y,102,0,0,0,0,0,New,Partial,372402
152,RL,-1.0,14803,Pave,AllPub,NWAmes,1Fam,6,1971,Gable,CompShg,BrkFace,252.0,TA,TA,CBlock,TA,TA,Rec,Unf,825,Gd,Y,SBrkr,1097,1993,0,0,2,1,4,1,TA,8,1,2,Y,66,0,0,0,0,0,WD,Normal,190000
153,RL,-1.0,13500,Pave,AllPub,ClearCr,1Fam,6,1960,Flat,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,BLQ,ALQ,1602,Gd,Y,SBrkr,1252,1252,1,0,1,0,1,1,TA,4,1,2,Y,0,0,0,0,0,0,WD,Normal,235000
154,RM,84.0,11340,Pave,AllPub,OldTown,1Fam,6,1923,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,1200,TA,Y,FuseA,1200,1200,0,0,1,0,4,1,TA,7,0,1,Y,0,228,0,0,0,0,WD,Family,125000
155,RL,60.0,9600,Pave,AllPub,Edwards,1Fam,6,1924,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,572,Fa,N,FuseF,572,1096,0,0,1,0,2,1,TA,5,0,0,N,8,128,0,0,0,0,WD,Normal,79000
156,RL,60.0,7200,Pave,AllPub,NAmes,1Fam,5,1950,Hip,CompShg,None,0.0,TA,TA,CBlock,-1,-1,-1,-1,0,TA,Y,FuseF,1040,1040,0,0,1,0,2,1,TA,5,0,2,Y,0,0,0,0,0,0,WD,Normal,109500
157,RL,92.0,12003,Pave,AllPub,Timber,1Fam,8,2009,Gable,CompShg,BrkFace,84.0,Gd,TA,PConc,Ex,TA,Unf,Unf,774,Ex,Y,SBrkr,774,1968,0,0,2,1,4,1,Ex,8,1,3,Y,75,0,0,0,0,0,New,Partial,269500
158,FV,100.0,12552,Pave,AllPub,Somerst,1Fam,7,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,991,Ex,Y,SBrkr,991,1947,0,0,2,1,3,1,Gd,8,1,2,Y,136,0,0,0,0,0,WD,Normal,254900
159,RL,134.0,19378,Pave,AllPub,Gilbert,1Fam,7,2005,Gable,CompShg,BrkFace,456.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1392,Ex,Y,SBrkr,1392,2462,1,0,2,1,4,1,Gd,9,1,2,Y,132,0,168,0,0,0,New,Partial,320000
160,RL,-1.0,11120,Pave,AllPub,Veenker,1Fam,6,1984,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,BLQ,Unf,1232,TA,Y,SBrkr,1232,1232,0,0,2,0,3,1,TA,6,0,2,Y,0,0,0,0,0,0,WD,Normal,162500
161,RL,110.0,13688,Pave,AllPub,NridgHt,1Fam,9,2003,Gable,CompShg,BrkFace,664.0,Gd,TA,PConc,Ex,TA,GLQ,Unf,1572,Ex,Y,SBrkr,1572,2668,1,0,2,1,3,1,Ex,10,2,3,Y,0,0,0,0,0,0,WD,Normal,412500
162,RL,95.0,12182,Pave,AllPub,NridgHt,1Fam,7,2005,Gable,CompShg,BrkFace,226.0,Gd,TA,PConc,Gd,TA,BLQ,Unf,1541,Ex,Y,SBrkr,1541,1541,0,0,2,0,3,1,Gd,7,1,2,Y,70,0,0,0,0,0,New,Partial,220000
163,RL,55.0,5500,Pave,AllPub,OldTown,1Fam,4,1956,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,882,Ex,Y,SBrkr,882,882,0,0,1,0,1,1,TA,4,0,0,Y,0,0,0,0,0,0,WD,Normal,103200
164,RM,40.0,5400,Pave,AllPub,OldTown,1Fam,6,1926,Gable,CompShg,None,0.0,TA,Gd,BrkTil,TA,TA,LwQ,Unf,1149,Gd,Y,FuseA,1149,1616,0,0,2,0,3,1,Gd,5,0,1,Y,0,183,0,0,0,0,WD,Normal,152000
165,RL,62.0,10106,Pave,AllPub,Edwards,2fmCon,5,1940,Gable,CompShg,None,0.0,TA,Gd,BrkTil,TA,TA,ALQ,Rec,644,Gd,Y,SBrkr,808,1355,1,0,2,0,4,2,TA,6,0,0,Y,0,0,0,0,0,0,WD,Normal,127500
166,RL,-1.0,10708,Pave,AllPub,ClearCr,1Fam,5,1955,Hip,CompShg,None,0.0,Gd,TA,CBlock,TA,TA,LwQ,BLQ,1617,Ex,Y,FuseA,1867,1867,1,0,1,0,2,1,TA,7,3,1,Y,0,0,0,142,0,0,COD,Normal,190000
167,RL,86.0,10562,Pave,AllPub,NridgHt,1Fam,8,2007,Gable,CompShg,Stone,300.0,Gd,TA,PConc,Ex,TA,GLQ,Unf,1582,Ex,Y,SBrkr,1610,2161,1,0,1,1,3,1,Ex,8,1,3,Y,120,0,0,0,0,0,New,Partial,325624
168,RL,62.0,8244,Pave,AllPub,Gilbert,1Fam,7,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,840,Ex,Y,SBrkr,840,1720,0,0,2,1,3,1,Gd,7,1,2,Y,48,0,0,0,0,0,WD,Normal,183500
169,RL,-1.0,16669,Pave,AllPub,Timber,1Fam,8,1981,Hip,WdShake,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,Unf,Unf,1686,TA,Y,SBrkr,1707,1707,0,0,2,1,2,1,TA,6,1,2,Y,64,0,0,0,0,0,WD,Normal,228000
170,RM,-1.0,12358,Pave,AllPub,OldTown,1Fam,5,1941,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,720,TA,Y,SBrkr,854,1382,0,0,1,1,2,1,TA,7,0,2,Y,0,0,0,0,0,0,WD,Normal,128500
171,RL,141.0,31770,Pave,AllPub,NAmes,1Fam,6,1960,Hip,CompShg,Stone,112.0,TA,TA,CBlock,TA,Gd,BLQ,Unf,1080,Fa,Y,SBrkr,1656,1656,1,0,1,0,3,1,TA,7,2,2,P,62,0,0,0,0,0,WD,Normal,215000
172,RL,44.0,5306,Pave,AllPub,StoneBr,TwnhsE,7,1987,Gable,CompShg,None,0.0,Gd,Gd,PConc,Gd,Gd,GLQ,Rec,1064,Gd,Y,SBrkr,1064,1767,1,0,2,0,2,1,Gd,5,1,2,Y,35,0,0,0,0,0,WD,Normal,239000
173,RL,80.0,10197,Pave,AllPub,NAmes,1Fam,6,1961,Gable,CompShg,BrkCmn,491.0,TA,TA,CBlock,TA,TA,ALQ,Rec,1362,TA,Y,SBrkr,1362,1362,1,0,1,1,3,1,TA,6,1,2,Y,20,0,0,0,0,0,COD,Normal,163000
174,RL,47.0,12416,Pave,AllPub,Timber,1Fam,6,1986,Gable,CompShg,Stone,132.0,TA,TA,CBlock,Gd,Fa,ALQ,LwQ,1606,TA,Y,SBrkr,1651,1651,1,0,2,0,3,1,TA,7,1,2,Y,0,0,0,0,0,0,WD,Normal,184000
175,RL,84.0,12615,Pave,AllPub,Edwards,1Fam,6,1950,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,Gd,ALQ,Unf,1202,TA,Y,SBrkr,2158,2158,1,0,2,0,4,1,Gd,7,1,2,Y,29,39,0,0,0,0,WD,Normal,243000
176,RL,97.0,10029,Pave,AllPub,ClearCr,1Fam,6,1988,Gable,CompShg,BrkFace,268.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1151,TA,Y,SBrkr,1164,2060,0,1,2,1,4,1,TA,8,1,2,Y,228,0,0,192,0,0,WD,Normal,211000
177,RL,-1.0,13650,Pave,AllPub,Sawyer,1Fam,5,1958,Gable,CompShg,None,0.0,Gd,Gd,CBlock,TA,TA,ALQ,BLQ,1052,Ex,Y,SBrkr,1252,1920,1,0,2,0,4,1,Gd,8,1,2,Y,0,0,0,0,0,0,WD,Normal,172500
178,RL,63.0,17423,Pave,AllPub,StoneBr,1Fam,9,2008,Hip,CompShg,Stone,748.0,Ex,TA,PConc,Ex,TA,GLQ,Unf,2216,Ex,Y,SBrkr,2234,2234,1,0,2,0,1,1,Ex,9,1,3,Y,60,0,0,0,0,0,New,Partial,501837
179,RM,60.0,8520,Pave,AllPub,OldTown,1Fam,5,1923,Gable,CompShg,None,0.0,Gd,TA,CBlock,TA,TA,Unf,Unf,968,TA,Y,SBrkr,968,968,0,0,1,0,2,1,TA,5,0,2,N,0,184,0,0,0,0,WD,Normal,100000
180,FV,-1.0,2117,Pave,AllPub,Somerst,Twnhs,6,2000,Gable,CompShg,BrkFace,456.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,756,Ex,Y,SBrkr,769,1525,0,0,2,1,3,1,Gd,5,1,2,Y,0,0,0,0,0,0,WD,Normal,177000
181,RL,54.0,7588,Pave,AllPub,Crawfor,1Fam,7,1920,Gable,CompShg,None,0.0,TA,TA,BrkTil,Fa,TA,LwQ,Unf,793,Gd,Y,SBrkr,901,1802,0,0,1,1,4,1,TA,9,1,1,Y,0,40,0,0,0,0,WD,Normal,200100
182,RL,60.0,9060,Pave,AllPub,Edwards,1Fam,5,1957,Hip,CompShg,BrkFace,98.0,TA,TA,PConc,-1,-1,-1,-1,0,Ex,Y,SBrkr,1340,1340,0,0,1,0,3,1,TA,7,1,1,Y,0,0,180,0,0,0,WD,Normal,120000
